,이름,행정동,점수,별점,좋아요
528, 커피디지 동대문점,가회동,15,0.0,0
529, 북촌이야기 가회동,가회동,15,0.0,0
530, 봉자씨 종로6가,가회동,15,0.0,0
531, 아비아 카페 가회동,가회동,15,0.0,0
532, 더리빙룸 at 북촌빈관 북촌,가회동,15,0.0,0
533, 메가커피 동대문종합시장점,가회동,15,0.0,0
534, 가회정 종로구,가회동,15,0.0,0
535, 가회동177 종로구,가회동,15,0.0,0
536, 지우헌 북촌,가회동,15,0.0,0
537, 카타딘 북촌,가회동,15,0.0,0
538, 카페띠아모 동대문역점,가회동,15,0.0,0
539, 동대문 그린테리아점 식당 동대문,가회동,15,0.0,0
540,정돈 대학로,종로1.2.3.4가동,93,4.4,1023
541,우육면관 청계천점,종로1.2.3.4가동,86,4.5,165
542,도마 인사동,종로1.2.3.4가동,86,4.4,284
543,토속촌 경복궁,종로1.2.3.4가동,84,4.2,738
544,깡통만두 북촌,종로1.2.3.4가동,82,4.3,739
545,광화문 미진 광화문,종로1.2.3.4가동,81,4.0,990
546,포비 광화문,종로1.2.3.4가동,80,4.4,225
547,대련집 을지로,종로1.2.3.4가동,79,4.2,124
548,소금집 델리 안국점,종로1.2.3.4가동,79,4.4,108
549, 청진옥 종로,종로1.2.3.4가동,76,4.0,664
550, 육회자매집 광장시장,종로1.2.3.4가동,76,4.1,807
551, 다운타우너 안국점,종로1.2.3.4가동,76,4.4,66
552, 영춘옥 종로,종로1.2.3.4가동,76,4.2,398
553, 칸다소바 경복궁점,종로1.2.3.4가동,75,4.3,99
554, 에베레스트 레스토랑 동대문점,종로1.2.3.4가동,75,4.1,1000
555, 스미스가좋아하는한옥 삼청동,종로1.2.3.4가동,75,4.3,396
556, 오레노라멘 인사점,종로1.2.3.4가동,75,4.7,77
557, 후니도니 광화문,종로1.2.3.4가동,75,4.5,101
558, 핏제리아오 본점,종로1.2.3.4가동,74,3.9,954
559, 부촌육회 별관 광장시장,종로1.2.3.4가동,73,4.3,174
560, 스시소라 광화문,종로1.2.3.4가동,73,4.5,129
561, 스코프 부암동,종로1.2.3.4가동,73,4.3,157
562, 자하손만두 부암동,종로1.2.3.4가동,73,4.0,459
563, 오죽이네 익선동,종로1.2.3.4가동,72,4.3,105
564, 카페 아키비스트 서촌,종로1.2.3.4가동,72,4.4,35
565, 대성집 독립문,종로1.2.3.4가동,72,4.3,251
566, 르 블란서 익선동,종로1.2.3.4가동,71,4.7,166
567, 일미식당 낙원상가,종로1.2.3.4가동,71,4.1,351
568, 우육면관 광화문점,종로1.2.3.4가동,71,4.7,28
569, 시타마치텐동 아키미츠 종로타워점,종로1.2.3.4가동,71,4.3,89
570, 소친친 대학로,종로1.2.3.4가동,71,4.4,83
571, 런던 베이글 뮤지엄 안국,종로1.2.3.4가동,70,4.2,36
572, 순희네 빈대떡 광장시장,종로1.2.3.4가동,70,3.9,424
573, 황소고집 종로,종로1.2.3.4가동,70,3.9,804
574, 깔리 대학로,종로1.2.3.4가동,69,4.2,447
575, 계림 종로,종로1.2.3.4가동,69,4.2,937
576, 테라로사 광화문점,종로1.2.3.4가동,69,4.3,200
577, 유진식당 종로,종로1.2.3.4가동,68,4.0,448
578, 박가네 빈대떡 광장시장,종로1.2.3.4가동,68,4.1,137
579, 체부동잔치집 경복궁역,종로1.2.3.4가동,68,4.0,398
580, 갓덴스시 종로점,종로1.2.3.4가동,68,4.1,93
581, 안주마을 서촌,종로1.2.3.4가동,68,4.4,249
582, 비엘티스테이크 동대문,종로1.2.3.4가동,68,4.5,357
583, 포담 서촌,종로1.2.3.4가동,68,4.1,389
584, 청진식당 종로,종로1.2.3.4가동,68,4.5,40
585, 천하보쌈 안국역,종로1.2.3.4가동,68,4.4,50
586, 유유안 광화문,종로1.2.3.4가동,67,4.5,90
587, 롤인익선 익선동,종로1.2.3.4가동,67,4.6,75
588, 더미 광화문,종로1.2.3.4가동,67,4.6,75
589, 라면 땡기는 날 삼청동,종로1.2.3.4가동,67,4.1,352
590, 호호식당 대학로,종로1.2.3.4가동,67,3.9,453
591, 원조누드치즈김밥 광장시장,종로1.2.3.4가동,67,4.1,149
592, 호호식당 익선,종로1.2.3.4가동,67,4.3,40
593, 광화문뚝감 광화문,종로1.2.3.4가동,66,4.2,114
594, 호반 종로,종로1.2.3.4가동,66,4.4,191
595, 두오모 종로,종로1.2.3.4가동,66,4.8,282
596, 찬양집 종로,종로1.2.3.4가동,66,4.2,585
597, 티엔미미 서촌,종로1.2.3.4가동,66,4.5,26
598, 커피기업 광화문,종로1.2.3.4가동,65,4.4,10
599, 멘야산다이메 대학로,종로1.2.3.4가동,65,4.3,441
600, 스타벅스 리저브 더종로R점,종로1.2.3.4가동,65,4.4,7
601, 북촌손만두 본점,종로1.2.3.4가동,65,4.5,289
602, 혜화 칼국수 대학로,종로1.2.3.4가동,65,4.1,428
603, 후라토 경복궁,종로1.2.3.4가동,65,4.4,73
604, 은성횟집 광장시장,종로1.2.3.4가동,65,3.9,123
605, 수정식당 종로,종로1.2.3.4가동,65,4.4,123
606, 폴리스 광화문D타워점,종로1.2.3.4가동,64,4.4,227
607, 인사동수제비 인사동,종로1.2.3.4가동,64,4.5,59
608, 랜디스도넛 안국점,종로1.2.3.4가동,64,4.2,5
609, 합천돼지국밥 종로,종로1.2.3.4가동,64,4.4,34
610, 파네트 크루아상팩토리 광화문,종로1.2.3.4가동,64,4.6,7
611, 알로이막막 서촌,종로1.2.3.4가동,64,4.2,24
612, 황생가칼국수 북촌,종로1.2.3.4가동,64,4.0,251
613, 오가와 광화문,종로1.2.3.4가동,64,4.9,323
614, TIMT 광화문,종로1.2.3.4가동,64,4.4,1
615, 페르시안궁전 대학로,종로1.2.3.4가동,64,4.8,59
616, 뎁짜이 대학로,종로1.2.3.4가동,64,4.3,69
617, 유즈라멘 안국점,종로1.2.3.4가동,64,4.5,25
618, 몽중헌 안국점,종로1.2.3.4가동,64,4.3,115
619, 두채 대학로,종로1.2.3.4가동,64,4.3,15
620, 차 마시는 뜰 북촌한옥마을,종로1.2.3.4가동,64,4.1,221
621, 백제정육점 종로,종로1.2.3.4가동,64,4.5,176
622, 슬로우파크 삼청동,종로1.2.3.4가동,64,4.7,53
623, 카페 결 종로,종로1.2.3.4가동,63,4.3,7
624, 부촌육회 본점,종로1.2.3.4가동,63,4.8,12
625, 서촌스코프 서촌,종로1.2.3.4가동,63,4.5,106
626, 통인스윗 서촌,종로1.2.3.4가동,63,4.2,193
627, 차니오뎅 대학로,종로1.2.3.4가동,63,5.0,44
628, 삼청동수제비 삼청동,종로1.2.3.4가동,63,3.8,454
629, 닥터로빈 광화문점,종로1.2.3.4가동,63,4.2,67
630, 멜팅샵 X 치즈룸 광화문디타워점,종로1.2.3.4가동,63,3.9,550
631, 진옥화할매 원조 닭한마리 동대문,종로1.2.3.4가동,63,4.1,205
632, 애즈라이크 서촌,종로1.2.3.4가동,63,4.3,34
633, 삼청빙수 삼청동,종로1.2.3.4가동,63,4.4,101
634, 식물 익선동,종로1.2.3.4가동,63,3.8,421
635, 솔트24 혜화,종로1.2.3.4가동,63,4.4,12
636, 반타이 안국역,종로1.2.3.4가동,63,4.0,38
637, 온천집 익선동,종로1.2.3.4가동,63,4.1,95
638, 종로곱육개장 종로,종로1.2.3.4가동,63,4.2,21
639,. 식탁의목적 대학로,종로1.2.3.4가동,63,4.2,307
640,정돈 대학로,종로5.6가동,93,4.4,1023
641,우육면관 청계천점,종로5.6가동,86,4.5,165
642,도마 인사동,종로5.6가동,86,4.4,284
643,토속촌 경복궁,종로5.6가동,84,4.2,738
644,깡통만두 북촌,종로5.6가동,82,4.3,739
645,광화문 미진 광화문,종로5.6가동,81,4.0,990
646,포비 광화문,종로5.6가동,80,4.4,225
647,대련집 을지로,종로5.6가동,79,4.2,124
648,소금집 델리 안국점,종로5.6가동,79,4.4,108
649, 청진옥 종로,종로5.6가동,76,4.0,664
650, 육회자매집 광장시장,종로5.6가동,76,4.1,807
651, 다운타우너 안국점,종로5.6가동,76,4.4,66
652, 영춘옥 종로,종로5.6가동,76,4.2,398
653, 칸다소바 경복궁점,종로5.6가동,75,4.3,99
654, 에베레스트 레스토랑 동대문점,종로5.6가동,75,4.1,1000
655, 스미스가좋아하는한옥 삼청동,종로5.6가동,75,4.3,396
656, 오레노라멘 인사점,종로5.6가동,75,4.7,77
657, 후니도니 광화문,종로5.6가동,75,4.5,101
658, 핏제리아오 본점,종로5.6가동,74,3.9,954
659, 부촌육회 별관 광장시장,종로5.6가동,73,4.3,174
660, 스시소라 광화문,종로5.6가동,73,4.5,129
661, 스코프 부암동,종로5.6가동,73,4.3,157
662, 자하손만두 부암동,종로5.6가동,73,4.0,459
663, 오죽이네 익선동,종로5.6가동,72,4.3,105
664, 카페 아키비스트 서촌,종로5.6가동,72,4.4,35
665, 대성집 독립문,종로5.6가동,72,4.3,251
666, 르 블란서 익선동,종로5.6가동,71,4.7,166
667, 일미식당 낙원상가,종로5.6가동,71,4.1,351
668, 우육면관 광화문점,종로5.6가동,71,4.7,28
669, 시타마치텐동 아키미츠 종로타워점,종로5.6가동,71,4.3,89
670, 소친친 대학로,종로5.6가동,71,4.4,83
671, 런던 베이글 뮤지엄 안국,종로5.6가동,70,4.2,36
672, 순희네 빈대떡 광장시장,종로5.6가동,70,3.9,424
673, 황소고집 종로,종로5.6가동,70,3.9,804
674, 깔리 대학로,종로5.6가동,69,4.2,447
675, 계림 종로,종로5.6가동,69,4.2,937
676, 테라로사 광화문점,종로5.6가동,69,4.3,200
677, 유진식당 종로,종로5.6가동,68,4.0,448
678, 박가네 빈대떡 광장시장,종로5.6가동,68,4.1,137
679, 체부동잔치집 경복궁역,종로5.6가동,68,4.0,398
680, 갓덴스시 종로점,종로5.6가동,68,4.1,93
681, 안주마을 서촌,종로5.6가동,68,4.4,249
682, 비엘티스테이크 동대문,종로5.6가동,68,4.5,357
683, 포담 서촌,종로5.6가동,68,4.1,389
684, 청진식당 종로,종로5.6가동,68,4.5,40
685, 천하보쌈 안국역,종로5.6가동,68,4.4,50
686, 유유안 광화문,종로5.6가동,67,4.5,90
687, 롤인익선 익선동,종로5.6가동,67,4.6,75
688, 더미 광화문,종로5.6가동,67,4.6,75
689, 라면 땡기는 날 삼청동,종로5.6가동,67,4.1,352
690, 호호식당 대학로,종로5.6가동,67,3.9,453
691, 원조누드치즈김밥 광장시장,종로5.6가동,67,4.1,149
692, 호호식당 익선,종로5.6가동,67,4.3,40
693, 광화문뚝감 광화문,종로5.6가동,66,4.2,114
694, 호반 종로,종로5.6가동,66,4.4,191
695, 두오모 종로,종로5.6가동,66,4.8,282
696, 찬양집 종로,종로5.6가동,66,4.2,585
697, 티엔미미 서촌,종로5.6가동,66,4.5,26
698, 커피기업 광화문,종로5.6가동,65,4.4,10
699, 멘야산다이메 대학로,종로5.6가동,65,4.3,441
700, 스타벅스 리저브 더종로R점,종로5.6가동,65,4.4,7
701, 북촌손만두 본점,종로5.6가동,65,4.5,289
702, 혜화 칼국수 대학로,종로5.6가동,65,4.1,428
703, 후라토 경복궁,종로5.6가동,65,4.4,73
704, 은성횟집 광장시장,종로5.6가동,65,3.9,123
705, 수정식당 종로,종로5.6가동,65,4.4,123
706, 폴리스 광화문D타워점,종로5.6가동,64,4.4,227
707, 인사동수제비 인사동,종로5.6가동,64,4.5,59
708, 랜디스도넛 안국점,종로5.6가동,64,4.2,5
709, 합천돼지국밥 종로,종로5.6가동,64,4.4,34
710, 파네트 크루아상팩토리 광화문,종로5.6가동,64,4.6,7
711, 알로이막막 서촌,종로5.6가동,64,4.2,24
712, 황생가칼국수 북촌,종로5.6가동,64,4.0,251
713, 오가와 광화문,종로5.6가동,64,4.9,323
714, TIMT 광화문,종로5.6가동,64,4.4,1
715, 페르시안궁전 대학로,종로5.6가동,64,4.8,59
716, 뎁짜이 대학로,종로5.6가동,64,4.3,69
717, 유즈라멘 안국점,종로5.6가동,64,4.5,25
718, 몽중헌 안국점,종로5.6가동,64,4.3,115
719, 두채 대학로,종로5.6가동,64,4.3,15
720, 차 마시는 뜰 북촌한옥마을,종로5.6가동,64,4.1,221
721, 백제정육점 종로,종로5.6가동,64,4.5,176
722, 슬로우파크 삼청동,종로5.6가동,64,4.7,53
723, 카페 결 종로,종로5.6가동,63,4.3,7
724, 부촌육회 본점,종로5.6가동,63,4.8,12
725, 서촌스코프 서촌,종로5.6가동,63,4.5,106
726, 통인스윗 서촌,종로5.6가동,63,4.2,193
727, 차니오뎅 대학로,종로5.6가동,63,5.0,44
728, 삼청동수제비 삼청동,종로5.6가동,63,3.8,454
729, 닥터로빈 광화문점,종로5.6가동,63,4.2,67
730, 멜팅샵 X 치즈룸 광화문디타워점,종로5.6가동,63,3.9,550
731, 진옥화할매 원조 닭한마리 동대문,종로5.6가동,63,4.1,205
732, 애즈라이크 서촌,종로5.6가동,63,4.3,34
733, 삼청빙수 삼청동,종로5.6가동,63,4.4,101
734, 식물 익선동,종로5.6가동,63,3.8,421
735, 솔트24 혜화,종로5.6가동,63,4.4,12
736, 반타이 안국역,종로5.6가동,63,4.0,38
737, 온천집 익선동,종로5.6가동,63,4.1,95
738, 종로곱육개장 종로,종로5.6가동,63,4.2,21
739,. 식탁의목적 대학로,종로5.6가동,63,4.2,307
740,개뿔 혜화,이화동,53,4.1,18
741,크러쉬버거앤펍 대학로,이화동,47,4.6,0
742,에스프레소바 오덕새 혜화,이화동,46,5.0,0
743,개성보쌈 대학로,이화동,45,4.3,2
744,노모 대학로,이화동,45,5.0,2
745,마자리스 종로구,이화동,44,4.3,0
746,책읽는고양이 종로구,이화동,44,5.0,2
747,왕십리순대국 혜화,이화동,42,4.4,23
748,카페 정주 대학로,이화동,39,4.0,6
749, 화난문어씨&하루한캔 대학로직영점,이화동,39,4.0,0
750, 명동칼국수 대학로,이화동,38,4.0,0
751, 한우야시장 대학로,이화동,38,4.0,0
752, 카르페가든 대학로,이화동,37,2.9,6
753, 모자이크 베이커리 율곡점,이화동,36,4.5,0
754, 선다래 분식 대학로,이화동,36,4.0,4
755, 지엔 대학로,이화동,36,3.5,0
756, 최고의맛집 혜화,이화동,35,3.0,3
757, 리버티 힐스테이크 하우스 대학로,이화동,33,0.0,1
758, 장위동유성집 종로,이화동,33,0.0,3
759, 하리보초밥 대학로,이화동,33,2.1,0
760, 헤리스 커피파크 종로구,이화동,32,0.0,3
761, 이화식당 대학로,이화동,32,0.0,2
762, 도미노피자 대학로점,이화동,31,0.0,1
763, 이화김치찌개 대학로,이화동,31,0.0,2
764, 우르르 대학로,이화동,31,0.0,0
765, 나비부엌 종로구,이화동,31,0.0,0
766, 이화오하나 종로구,이화동,31,5.0,0
767, 블루레인라운지 대학로,이화동,31,0.0,0
768, 508샵 대학로,이화동,31,0.0,0
769, 라디오데이즈 대학로,이화동,31,0.0,0
770, 코피발리 대학로,이화동,31,0.0,0
771, 유메미루 대학로,이화동,31,0.0,0
772, 노알커피 대학로,이화동,15,4.0,0
773, 짬뽕한대 대학로,이화동,15,5.0,0
774, 만타커피 대학로,이화동,15,0.0,0
775, 공칠일공 인천계양,이화동,15,0.0,0
776, 이화카페 인천,이화동,15,0.0,0
777, 소풍 계양구,이화동,15,0.0,0
778, 산1-1 혜화,이화동,15,0.0,0
779, 롬바르디아 대학로,이화동,15,0.0,0
780, 몽키스 돈가스 대학로점,이화동,15,0.0,0
781, 배오개 종로구,이화동,15,0.0,0
782, 신양평해장국 이화점,이화동,15,0.0,0
783, 풍농 혜화역,이화동,15,0.0,0
784, 먹방스튜디오 대학로,이화동,15,0.0,0
785, 맥시칸치킨 대학로점,이화동,15,0.0,0
786, 하우크 혜화,이화동,15,0.0,0
787,정돈 대학로,혜화동,93,4.4,1023
788,핏제리아오 본점,혜화동,74,3.9,954
789,소친친 대학로,혜화동,71,4.4,83
790,깔리 대학로,혜화동,69,4.2,447
791,호호식당 대학로,혜화동,67,3.9,453
792,멘야산다이메 대학로,혜화동,65,4.3,441
793,혜화 칼국수 대학로,혜화동,65,4.1,428
794,페르시안궁전 대학로,혜화동,64,4.8,59
795,뎁짜이 대학로,혜화동,64,4.3,69
796, 차니오뎅 대학로,혜화동,63,5.0,44
797, 솔트24 혜화,혜화동,63,4.4,12
798, 식탁의목적 대학로,혜화동,63,4.2,307
799, 삼원샏 대학로,혜화동,62,4.4,30
800, 독일주택 대학로,혜화동,62,4.0,718
801, 스타벅스 동숭로아트점,혜화동,61,4.3,4
802, 디마떼오 대학로,혜화동,61,4.0,34
803, 학림다방 대학로,혜화동,61,4.0,277
804, 오이지 대학로,혜화동,61,4.2,20
805, 순대실록 대학로,혜화동,60,3.7,563
806, 구스토랩 대학로,혜화동,59,4.2,586
807, 커피한약방 혜화점,혜화동,59,4.4,10
808, 하이디라오 대학로,혜화동,59,4.5,7
809, 파스타마켓 대학로,혜화동,58,4.5,21
810, 수도원 혜화,혜화동,58,4.2,123
811, 나누미 떡볶이 대학로,혜화동,58,3.9,184
812, 버거파크 혜화점,혜화동,58,4.1,9
813, 현초밥 혜화,혜화동,57,4.1,309
814, 겐로쿠우동 대학로점,혜화동,57,4.1,272
815, 퀸101 대학로,혜화동,56,5.0,2
816, 기꾸스시 혜화,혜화동,56,4.1,3
817, 혜화도담 대학로,혜화동,56,4.1,20
818, 프리모바치오바치 대학로,혜화동,56,4.1,289
819, 바오쯔 혜화동,혜화동,56,4.6,44
820, 맛의정원 혜화,혜화동,55,4.8,21
821, 오늘와인한잔 대학로,혜화동,55,4.4,36
822, 촌놈 대학로,혜화동,55,4.1,14
823, 카페다오 혜화,혜화동,55,4.4,6
824, 봉쥬떡볶이 대학로,혜화동,55,4.5,9
825, 고부기 대학로,혜화동,55,4.5,8
826, 메밀향그집 대학로,혜화동,55,3.7,269
827, 고기공방 혜화,혜화동,54,4.9,13
828, 낫컴플리트 혜화,혜화동,54,4.5,8
829, 칸다소바 대학로,혜화동,54,3.8,16
830, 명륜건강원 혜화,혜화동,53,4.0,125
831, 벅벅 혜화,혜화동,53,4.6,4
832, 도도야 대학로,혜화동,53,3.8,203
833, 두두 혜화역,혜화동,53,4.8,20
834, 스노브 대학로,혜화동,53,3.9,191
835, 혜화양육관 대학로,혜화동,53,3.7,138
836, 명륜 손칼국수 혜화,혜화동,53,3.9,72
837, 어쩌다 산책 혜화,혜화동,53,4.8,15
838, 동숭동커피 종로구,혜화동,52,4.2,70
839, 혜화 돌쇠아저씨 대학로,혜화동,52,3.5,403
840, 라콜롬브 대학로,혜화동,52,4.5,4
841, 에머이 대학로,혜화동,52,4.0,77
842, 마님은왜돌쇠에게만술을주시나 혜화,혜화동,52,4.0,2
843, 은행골 대학로점,혜화동,52,4.0,108
844, 혜화동 다이닝 혜화,혜화동,52,4.0,219
845, 빌리엔젤 대학로,혜화동,52,3.9,49
846, 아시안테이블 혜화,혜화동,51,4.3,2
847, 서가앤쿡 서울혜화점,혜화동,51,4.2,167
848, 미분당 대학로,혜화동,51,4.3,59
849, 혜화곱창 대학로,혜화동,50,4.6,6
850, 우와 대학로점,혜화동,50,4.0,14
851, 128판 혜화,혜화동,50,4.5,18
852, 민들레처럼 대학로,혜화동,50,4.2,128
853, 토끼정 대학로점,혜화동,50,4.0,25
854, 나무요일 대학로,혜화동,50,4.2,26
855, 자미더홍 대학로,혜화동,50,4.4,0
856, 김가네 대학로,혜화동,50,4.0,8
857, 도토리편백집 혜화역,혜화동,50,4.1,14
858, 홍콩반점0410 대학로점,혜화동,50,4.0,45
859, 돈천동식당 대학로,혜화동,49,4.2,206
860, 삼형제쭈꾸미 대학로,혜화동,49,3.9,114
861, 부부식당 대학로,혜화동,49,3.7,54
862, 똥고집 대학로,혜화동,49,4.6,27
863, 돈돈 대학로,혜화동,49,3.2,471
864, 모베터블루스 대학로,혜화동,49,4.3,75
865, 엘빈 대학로,혜화동,49,4.4,6
866, 교토스시 대학로,혜화동,49,4.2,8
